Energy CM (MeV)	Angle CM (deg)
540.7541	163.4020
5.0925	60.7004
0.9677	143.9820
0.8935	163.5654
1.2561	113.1773
2.8189	168.4568
0.9077	158.1954
0.8972	161.9826
0.9464	148.1702
1.2362	87.6546
0.9035	159.6135
1.2217	150.8128
6.7547	154.3097
0.9626	144.9322
3.6370	66.7111
0.4941	128.7003
0.9248	153.2375
1.0836	127.9799
1.9946	82.9667
1.1074	130.8294
3.0795	58.8030
0.4653	93.1834
0.8923	164.1044
1.4765	38.4207
0.9481	147.8066
1.1980	117.4627
0.8996	161.0731
1.9173	51.7485
4.5083	76.8197
3.2940	163.2638
0.9549	146.4190
0.9307	151.7340
0.8936	163.4988
4.9075	97.2712
0.4379	155.3872
11.7242	143.5166
1.0019	138.3395
1.1701	119.7369
0.0333	144.7397
1.3356	108.0945
0.9211	154.1993
95.1141	12.9660
0.9399	149.5762
41.5003	125.3633
15.9439	156.6933
0.1163	72.1147
0.9575	145.9093
0.0497	148.0491
0.9715	143.3022
1.4397	102.4624
289.1346	6.2780
0.9365	150.3520
1228.7458	3.0056
0.1006	148.1923
0.0517	120.1160
0.4363	147.6018
0.2758	167.6111
0.2070	122.6014
1.8363	123.1881
3.0303	159.7741
0.2204	156.6858
1521.9147	5.3957
217315.4905	94.6578
0.7583	124.6717
1.0919	127.0972
0.1135	152.1043
1.2508	161.4933
0.9345	150.8383
84.8651	5.1028
71.1738	26.4827
7059.1707	17.4579
3.6632	58.5202
3.1902	159.3988
0.9146	156.0434
118.9352	159.9922
77.5591	10.1415
0.8987	161.4211
0.9159	155.6659
0.9159	155.6659
2.2682	47.1033
2.1389	79.5347
0.4759	154.8250
7.2061	103.8019
0.9364	150.3906
0.9511	147.1943
1.2945	110.6237
1.3432	107.6469
14.3874	146.8327
0.0810	162.7319
1434.4452	6.3075
5186.0141	3.7145
0.9716	143.2919
0.8931	163.7495
0.0175	141.2090
0.0895	34.9780
0.9061	158.7420
0.5101	158.6797
0.0427	137.5318
0.8900	165.1969
1.0795	129.2973
1.0307	134.2886
0.7455	123.4783
1.0253	135.0165
26206.4873	2.2963
1.1233	123.9442
0.3052	159.9905
3.2505	62.5149
1.5367	97.9965
1235.7026	2.9365
0.1107	156.1158
0.0536	143.5281
0.8962	162.4247
1.6742	92.6088
0.9270	152.6746
0.1674	137.7259
1.1581	120.7607
11.1222	57.8732
7.7538	157.8336
0.9087	157.8817
0.8990	161.2750
1.4729	100.8623
19148.8635	4.1842
0.8999	160.9372
22.4367	89.2170
0.0343	131.5110
36.6509	9.4876
0.9071	158.4097
1.0248	135.0854
0.9387	149.8529
0.0449	133.6209
0.1076	131.5427
16.0484	131.3963
2.0516	81.5583
0.9282	152.3721
0.9170	155.3472
2889.7659	7.3146
0.9834	141.2545
0.9897	140.2321
27.9028	157.5462
0.9292	152.1170
0.9248	153.2403
0.8920	164.2460
16.2458	124.4193
0.8986	128.2699
0.9625	144.9501
0.8939	163.3793
134.0317	140.4095
3.2119	58.4348
5.0185	142.4833
0.9268	152.7108
1.1983	117.4371
0.4922	58.2864
4.2853	44.2246
51.8399	16.3311
1.7862	88.8508
0.0448	150.7439
0.9449	148.4813
0.9130	156.5382
1.1165	124.5930
0.1669	133.6848
1.7909	74.3472
0.9619	46.8286
3.0650	173.6639
0.9105	157.3083
0.9764	142.4419
0.8895	165.4478
7.1522	11.7494
0.8848	168.0776
0.9344	150.8609
0.9275	152.5270
20.3928	117.9883
3.1611	56.8699
1.0804	128.3300
0.9824	141.4330
12.6486	156.3755
3.1515	57.6347
1.0520	131.6028
0.8780	173.5952
2.1671	78.9128
1.2089	116.6115
3.0499	157.7400
0.9051	159.0733
0.1246	162.7743
0.5683	143.4926
2.1741	70.7410
0.7084	45.6424
0.9679	143.9442
1.2664	112.4716
0.8957	162.5933
0.8889	165.7590
1.6818	92.3395
1.7940	72.1391
5.6813	46.2163
0.9898	140.2138
2.1032	150.1590
0.4075	81.9541
0.6154	91.8630
1.6724	81.2891
1.6724	81.2891
1.1395	122.4198
1.1395	122.4198
0.9811	141.6449
1781.8472	139.7267
0.9454	148.3767
1.2408	114.2530
1.0600	130.6473
0.9879	140.5311
2.9474	77.5035
1.0882	127.4855
3.4247	60.7308
0.5058	52.5383
6.2591	157.9251
1.1288	123.4176
1.4451	102.1962
0.3556	156.8053
0.1930	134.0560
3.3432	156.7835
0.9626	144.9404
0.9282	152.3645
1.0322	151.4223
5.3317	59.8309
1.0742	129.0207
9.4607	59.1517
0.0578	85.2403
2.2693	144.3150
1.0755	128.8679
0.8973	161.9606
1.0636	130.2264
0.9662	144.2600
1.0165	136.2232
0.9406	149.4201
0.9080	158.1026
352867.2861	2.1911
0.9050	159.0906
5.1657	165.9025
0.0674	147.9870
1.1611	120.5013
1.7838	88.9289
1.5155	37.7104
0.9653	144.4324
0.9229	153.7415
0.9650	144.4827
10.8257	33.0327
0.9855	140.9217
0.4751	75.0966
0.9045	159.2757
6.7897	42.0773
99.3641	26.7639
1.0254	135.0015
1.0314	134.2032
1.0025	138.2492
0.8964	162.3221
1.2426	114.1247
0.9677	143.9936
1.8952	85.6192
0.6093	38.8860
2.0295	82.0968
0.9856	140.8941
0.0439	134.8718
0.1237	139.1612
3.6339	58.7790
0.0357	126.1797
51.7762	5.2192
61.6901	9.1683
3.3853	157.2405
1.8170	87.9007
1.3730	105.9539
1.2632	112.6882
141.9382	175.0496
14.6052	16.8139
0.9298	151.9657
3.1337	63.8041
0.8998	160.9824
0.9342	150.9051
1.0694	129.5623
0.9441	148.6635
1.3563	106.8963
0.0525	133.8293
1.0532	131.4605
1.7337	90.5512
0.9691	143.7284
0.1212	162.9894
0.9277	152.4799
3.6181	145.0504
0.1088	149.4950
1.0675	129.7778
1.7184	91.0692
1.2911	117.7923
0.8863	167.1803
0.8694	108.8618
0.9562	146.1633
2.1656	138.4425
0.9268	152.7116
0.9018	160.2198
0.9018	160.2198
35706.7357	54.0125
0.9507	147.2636
1.0175	130.6904
0.8956	156.0105
1.6000	141.8827
1944.6113	165.8828
4.4266	162.3385
10274.3554	6.4975
1.6458	93.6431
2.2638	91.8901
0.8962	162.3956
0.0951	148.6519
35.5692	39.4335
5.1226	69.8776
1.2273	115.2311
4.5273	88.9890
0.9492	147.5729
0.0864	142.2313
0.1138	140.3757
4.9646	49.6495
0.3331	160.0099
0.9617	145.0942
238.6000	148.6204
21.5846	23.2256
0.9177	155.1666
1.0517	131.6374
0.0418	144.3915
0.9861	140.8120
40864.7193	90.4213
113.1437	75.8263
0.9251	153.1490
1.1287	60.7230
0.9265	152.7913
0.9146	156.0469
0.9146	156.0469
3010.5645	4.9659
3.8739	117.1442
12.6944	164.1753
0.8329	54.2335
0.9036	159.6071
0.8873	166.6246
0.9291	152.1465
1.1328	123.0431
14.8521	106.7890
0.9497	147.4803
0.9013	160.4296
3.8256	169.6982
2.3385	65.9759
0.8938	163.4338
2.3862	82.5940
1.0510	131.7180
0.9797	141.8773
0.9066	158.5596
6.8046	42.0292
2.1327	34.7645
1.8088	88.1511
0.0747	150.6416
208.1754	5.7326
0.9083	157.9902
0.9999	138.6502
0.9292	152.1013
137.1920	12.1212
31.9650	160.6788
1.0237	135.2329
769.4373	7.4164
8.2569	152.4135
0.9232	153.6405
0.9013	160.4221
0.9191	154.7638
2.1927	78.3620
0.9544	146.5202
3.5035	103.6560
2.0276	82.1425
0.9003	160.7974
35.6224	136.9215
1.3301	108.4200
19.2822	21.4677
0.2082	139.1202
0.2125	145.4316
0.2125	145.4316
139.0991	23.8286
7.6426	31.5182
0.9455	148.3681
27.5175	10.7010
3025.4413	1.8107
0.3583	24.0782
3.8953	142.1732
0.9429	148.9180
72.9392	151.8278
1.9175	84.9996
63.8678	162.0642
1.3192	109.0817
0.9732	143.0057
663.1993	4.1212
1.0346	133.7847
101.2753	54.2895
43.7664	158.8870
0.9423	149.0507
46.2437	20.7490
6.5915	145.9101
3.0216	58.5510
0.1166	157.8981
0.9163	155.5695
1.3771	105.7287
1.0134	136.6692
1.1973	117.5133
0.2800	149.9934
1.0832	128.0210
0.8962	162.3981
0.9334	151.0977
1.1768	119.1745
0.2803	170.3609
1.2252	53.2834
3.8332	72.7079
0.1015	139.6582
0.6204	111.5933
0.1269	161.2982
0.9629	144.8796
9.2036	105.6491
0.6301	152.6816
0.8996	161.0619
0.8952	162.8398
1.8947	85.6316
1.0635	130.2313
102.6834	158.3262
0.2287	134.5478
6.7181	28.8263
0.0290	80.6994
1.0413	132.9307
1.5930	95.6700
0.1094	153.3396
3.7168	146.9771
1.1674	119.9667
1.4218	103.3651
0.9051	159.0671
2.3162	74.5686
0.1207	94.3917
0.9631	144.8365
1129.6344	5.1196
2.7301	134.3433
0.9519	147.0321
0.9155	155.7856
84.1573	64.8101
0.9128	156.5829
1.7282	90.7377
3092.8547	137.4417
71.9023	5.0057
0.3521	72.9235
0.9357	150.5365
38.3332	27.0178
0.1673	157.4153
3.8667	82.0121
39.3221	139.0380
1.9140	85.0969
36.7891	155.1933
2.0694	81.1336
1.1979	117.4715
4.5028	25.5679
2.6566	70.0538
0.0263	145.7142
2137.6729	146.5469
0.9049	159.1410
0.9260	152.9191
2.9319	38.2954
0.9126	156.6405
1.6924	134.0360
0.0689	160.4558
1.0144	77.5966
0.0331	139.3791
0.1193	127.1730
0.0487	96.9464
39.1313	77.0430
0.7281	154.3974
811.9603	60.2323
0.1263	140.7748
8.8926	151.9865
0.2087	84.5442
0.0824	146.1475
29.1514	149.2871
1.3596	106.7068
1.7844	152.9912
112.8290	82.5828
24.5400	21.7628
0.5085	142.2245
0.9066	86.2202
0.7377	43.1663
0.9395	149.6690
0.9636	144.7434
533.6503	11.1126
0.9784	142.1090
0.9784	142.1090
0.9796	141.9022
0.8992	161.1948
3979.5278	30.4648
0.8862	167.2249
2.9327	69.3702
1.3517	107.1584
0.9324	151.3231
1.1037	125.8756
1.0368	133.4937
0.6594	154.8572
9.9214	117.9633
1.0870	127.6171
0.2996	149.4936
17.3329	160.1816
15.3700	133.0356
3.7020	13.7257
14.4114	161.7938
0.9358	150.5211
1.4612	101.4177
105.2850	158.4145
46.9351	44.9573
0.3238	153.1561
1.0935	126.9292
0.8536	133.1735
2.8373	148.4563
0.9118	156.8915
0.9544	146.5203
0.0418	152.2095
0.0428	121.8873
0.9989	138.7975
0.1418	140.1721
151.6006	60.6620
0.9155	155.7897
5742.2808	41.3905
0.8913	164.5884
1.2193	115.8230
0.3467	88.0761
1.0655	130.0021
2.6030	31.1751
0.8313	167.1298
0.9926	139.7747
1.6338	85.4997
4.9508	165.8137
4.9508	165.8137
1.0746	128.9691
0.8199	139.3613
6.7100	119.5291
198.3912	9.3110
0.9374	150.1488
0.9011	160.4900
0.8974	161.9341
0.9607	145.2942
39690.3938	7.5925
5.5658	158.1328
0.3016	138.2061
2.1338	79.6479
7.6502	153.9692
805.2376	139.5681
3418.9440	1.6758
3.5075	59.9353
1.3453	171.0397
0.8865	39.9844
1.2422	114.1552
0.9826	141.3939
350.7030	144.9915
0.9328	151.2246
0.0503	126.2738
4.4851	144.9147
1.1167	124.5797
0.2657	144.1497
1.1520	121.2965
1.0379	133.3600
1.2819	111.4403
0.9139	156.2741
0.9487	147.6752
5.3463	164.7165
0.0847	144.3118
0.0515	154.4144
0.3039	135.5338
425.7603	89.9592
0.9181	155.0520
0.9826	141.3989
0.9313	151.5833
3.2142	67.2887
1.1919	117.9418
2.4975	72.5938
0.4328	165.4740
62.5593	13.5715
1.1042	125.8252
1.1042	125.8252
3213984.9299	1.2432
0.3609	136.2809
1.0677	129.7571
1.0085	137.3681
0.9601	145.4041
0.9040	159.4499
0.9190	154.7951
1.4369	54.2990
0.9048	159.1585
0.0540	143.8278
1.6581	70.4429
1.0977	126.4901
2.7510	74.5662
5.2939	128.3547
2.1705	78.8394
0.9240	153.4466
11.8356	31.5530
86.1166	152.5833
0.8958	162.5758
0.0787	142.9158
0.8903	165.0324
0.1448	78.5534
8.1345	110.0424
8.1345	110.0424
11045.0748	71.8900
1.7643	140.7332
3035.3771	26.1613
0.9010	160.5116
0.9967	139.1360
0.2614	147.6772
1.7766	115.1971
6.9342	37.7476
0.6937	133.8709
1.0371	133.4580
0.9319	151.4485
0.9279	152.4393
1.6132	94.8814
0.9951	139.3760
0.2289	130.0669
4.4411	22.4522
46.9719	145.7683
365.1102	146.0319
0.9065	158.6007
5.6086	52.0638
0.9018	160.2279
0.9653	144.4224
0.9535	146.7007
1.2103	116.5048
0.9035	159.6171
889.5538	7.1070
0.9372	150.1907
0.0437	106.7761
288.0871	156.5390
1.0516	131.6446
0.9747	30.0996
0.9004	160.7367
0.9050	159.0873
0.9087	157.8675
2.5693	134.9190
815.9887	6.0257
0.1810	75.6533
0.9160	155.6490
2.9829	134.2430
2.1875	42.7115
6.9012	126.4868
52.7018	14.7953
1.0466	132.2679
0.8848	168.0833
0.9101	157.4325
0.3204	113.3659
0.7202	138.1089
0.9935	139.6371
0.0310	138.4453
0.6722	120.6001
2.8513	152.7793
1.2188	115.8653
215.3994	79.9489
0.7752	109.2304
1.4357	102.6657
3.7186	13.0985
0.7309	67.3516
77.6856	27.0517
1.0446	132.5155
2.0640	81.2612
0.9938	139.5917
1.0119	136.8783
3.6038	68.7304
5.2790	124.8146
1.1486	121.6025
0.0207	146.8669
0.8952	162.8080
1.0482	132.0634
0.7445	150.9323
0.9233	153.6141
0.3427	142.8110
0.0483	117.5755
1.2040	116.9894
0.2925	163.9970
0.7308	154.0806
0.4878	155.2489
0.9466	148.1183
25.2289	21.4598
1.1858	50.5105
1.1582	120.7536
0.1283	151.0912
4.3154	53.1139
1.9183	70.5738
0.9529	146.8312
0.0534	67.7829
0.1102	137.6417
0.7641	113.2386
2.1623	79.0174
2.4505	68.6742
10.3833	15.7629
0.2616	137.9746
0.9101	157.4176
1.0720	129.2687
1548.9068	13.6432
1.7451	84.0309
0.9015	160.3323
0.9207	154.3150
0.8980	161.6688
2.1881	72.8419
1930.1767	4.4213
0.0173	142.4534
0.8886	165.9204
1.1262	53.8790
0.9002	160.8169
0.9235	153.5752
1.3000	110.2716
0.9016	160.2943
1.1518	121.3137
1.1518	121.3137
0.8988	161.3812
0.9800	141.8265
1.5555	47.6106
1.0724	129.2224
0.9971	139.0668
11.6899	147.9267
0.9749	142.7079
0.2369	153.2867
0.9917	139.9132
0.0617	143.0673
0.8686	166.3930
0.0907	120.9636
0.0075	128.5976
0.9017	160.2626
26.2832	13.4226
0.5095	124.5348
3.7173	165.9186
1.3309	108.3760
0.0282	150.0147
0.9076	158.2399
0.0550	154.9743
0.0550	154.9743
21.6293	6.0974
496.4235	5.6294
1.1186	124.3968
45.0762	50.8000
0.3115	140.1246
188.5885	57.3096
4.6003	138.3991
336.7360	14.1876
0.7027	157.7460
6.2012	82.2755
0.9269	152.6855
9.7236	128.1241
0.0816	111.3456
26.4473	29.0913
9.2500	35.8245
0.8879	166.2940
0.9637	144.7198
1.1336	122.9705
2.6511	21.4117
0.9450	148.4590
1.5765	96.3340
3.3432	158.0393
0.4777	162.4795
887.5037	125.7187
11.2819	167.3321
0.2359	151.8318
8.0425	38.5191
29.4067	18.9175
0.9478	147.8789
0.1694	114.9789
0.2002	161.8822
1.6705	142.5630
0.9508	147.2454
1.7945	81.7914
0.0335	128.4198
0.9584	145.7303
0.1000	134.6905
1.0266	162.8166
0.9313	151.5994
0.9778	131.5375
1.0606	130.5700
2.2480	83.0712
4.6850	61.5294
2272.9413	21.5978
2.8751	65.6645
2.2340	77.4977
0.0588	145.2263
0.1590	125.8236
1.0374	133.4267
505.8714	8.0769
8516.6710	13.8898
0.9594	145.5456
7.1809	145.3777
3.2597	46.9747
12.1398	131.3247
20.8796	155.4523
1.4566	101.6389
293274.8580	1.2265
8.2239	49.4335
0.9480	147.8332
0.8748	154.3873
1.3612	106.6177
3.3548	62.3407
0.3585	125.4236
221.9288	11.9419
16.6161	167.1871
0.1017	138.0981
128459.6451	20.0799
0.0613	156.9119
0.0504	126.9257
0.9806	141.7333
0.9579	145.8389
0.9177	155.1525
301.6642	133.1645
2.0004	82.8207
0.9611	145.2079
1.3490	107.3101
19.3573	56.7374
21.1307	17.3332
1.0026	138.2410
1095.3910	132.9058
0.9699	143.5914
0.3051	122.6174
0.6561	135.4069
0.9552	146.3589
0.1810	140.6381
2.7831	90.0566
35.2204	15.7831
0.1984	164.9161
0.0888	144.0043
0.1283	141.7318
48855.0675	10.0210
0.9394	149.7045
0.1260	141.5631
1.0325	134.0508
0.2527	121.2678
1.0069	137.6048
1.6168	64.8854
1.9930	159.3770
2.3191	152.7390
1.4761	100.7125
0.0078	135.8139
2669.4062	64.5603
0.0861	144.8164
1.2420	130.0323
1.0225	135.3889
0.9692	143.7099
0.9230	153.6935
0.9630	144.8595
4.7617	165.9903
0.9167	155.4461
0.9309	151.7013
70.2162	12.9038
9740.3957	1.0197
0.9069	158.4515
0.5952	150.9684
0.0645	112.5508
1081.6254	167.1194
3.9759	72.5013
0.9264	152.8195
1.5887	156.9112
0.0625	142.1182
0.9142	156.1796
0.0532	101.3914
570.4252	139.3135
59.9724	24.1449
0.9019	160.1812
1.6865	37.0011
7.0740	41.1837
11.5861	32.7649
200.7778	114.5209
1433.6857	28.2695
0.9060	158.7572
1.1355	155.8967
0.8932	163.6900
3128.6234	20.4565
172.5866	8.1438
0.1903	145.1439
6.5007	63.8294
4183.2792	1.2007
1.0719	129.2789
0.9624	144.9628
144.7659	118.4537
0.2311	160.6928
0.9869	140.6832
0.9103	157.3720
1.0439	132.5937
0.9515	147.0996
0.2234	99.4861
2.6929	122.3232
1.0482	132.0706
15.1181	153.7116
12.5462	43.2418
0.9323	151.3405
9043.6852	5.6565
1.2807	111.5161
1.2807	111.5161
0.7329	163.0952
7.8923	38.8986
2.5116	81.3839
1.7099	115.8358
2.8398	104.2353
86.5476	15.1651
0.9127	156.6174
1979.4380	6.6562
0.0983	98.8145
0.0965	147.7435
1.8596	133.0233
208.9824	4.6494
3.6434	146.2286
8.7507	36.8683
1.0053	137.8405
84.8164	23.4532
1.0925	127.0327
1.0489	131.9788
0.2251	139.2137
1.1676	119.9440
0.8863	167.1783
1.1911	118.0062
0.9763	142.4618
0.0646	133.9471
1.0242	135.1574
1.6455	35.6845
0.9396	149.6463
44.8714	166.8593
0.4442	67.7661
1.1723	119.5539
4.9683	49.6302
1.1823	118.7225
0.9173	155.2589
0.9149	155.9512
1.2176	160.5249
1.5256	54.6197
1.4607	101.4391
2.3039	164.8736
0.9761	142.4949
0.9412	149.3060
1.7415	136.2376
511.9825	5.1350
0.0907	122.0978
0.0856	145.9004
83.9800	51.0925
23.6202	138.0190
0.2805	159.9183
1.0142	136.5448
2.6873	69.5957
4.1949	48.0193
0.9151	155.9069
0.9386	149.8779
0.9745	142.7702
293.7919	171.3065
0.7182	156.2000
0.9322	151.3722
0.3096	158.5347
0.9436	148.7791
0.9211	154.2007
0.9451	148.4545
1.0988	126.3714
0.9043	159.3564
0.9043	159.3564
0.9003	160.7755
2.6020	65.1193
0.8993	161.1812
1.4841	100.3368
0.9252	153.1220
1.2379	119.1196
0.9792	141.9631
49.3519	168.4878
0.0926	128.9012
13.2524	162.6315
12.0815	158.6118
0.9100	145.4583
0.9781	142.1534
0.9137	156.3219
0.9055	158.9365
0.8873	166.6011
20.4543	23.8683
0.8955	162.7166
0.9373	150.1881
0.4001	142.8345
7.3637	56.7780
0.9266	152.7606
1.2278	115.1924
0.9380	150.0270
1.0273	95.1436
1.0273	95.1436
0.9367	150.3103
0.9219	153.9894
0.9435	148.8024
1.8097	41.9259
0.8926	163.9803
1.0847	127.8661
0.9058	158.8421
1.0998	126.2701
0.2584	128.5303
0.9840	141.1653
89.6066	143.1160
7463.6331	13.2312
0.2029	156.5141
7.8133	39.1028
1.7354	90.4970
2.9172	21.4795
0.9191	154.7504
155.4183	17.7272
13.3464	21.4641
1.2825	111.4018
1.5049	149.5532
141.7317	4.9636
0.9831	141.3135
0.8966	162.2386
0.2310	154.9513
0.9595	145.5156
1.8354	87.3474
0.9848	141.0244
1.0574	130.9521
0.8869	166.8559
1.4289	103.0049
1.0911	127.1792
0.3029	159.0999
0.1486	137.3830
0.9114	157.0229
0.8865	167.0350
0.4642	149.3759
0.9371	150.2343
10.1497	148.2794
2.1244	60.2633
1.0564	131.0721
0.8950	162.8915
0.1991	136.1838
79.4229	22.9218
5.8355	151.1614
0.8817	143.1351
2.3942	65.6079
4.0721	165.3644
0.9940	139.5485
0.3384	124.9352
0.9770	142.3447
0.9572	145.9617
18.6352	56.1473
0.3092	83.4419
0.2208	152.1550
0.9213	154.1675
0.9207	154.3316
0.6700	43.2427
2.2657	76.8545
4.3155	53.5282
0.8917	164.3602
5.7329	138.5629
0.9374	150.1538
6.9642	33.5045
0.9520	147.0030
0.9639	144.6873
0.9831	141.3162
0.9269	152.6968
5.2001	55.6289
2.8950	74.3669
0.0809	141.7239
0.9815	141.5800
0.3454	152.3114
0.9229	153.7188
0.8938	163.4481
9.4934	162.7658
0.0385	121.2545
3.5745	59.3143
120.9877	131.9393
0.9415	149.2297
0.9149	155.9498
0.2181	139.2238
8.6828	37.0174
3.9636	55.6338
0.9194	154.6661
1.2153	116.1235
2.2850	83.6063
0.9020	160.1448
12.6980	20.7650
0.8952	162.8238
0.7051	164.7170
0.9048	159.1890
0.9835	141.2460
0.8979	156.0458
0.9118	156.9050
0.8816	170.2665
30.9416	80.2569
0.6156	102.9251
0.9000	160.9209
151.0940	20.1515
1.0563	131.0795
1.0642	130.1603
0.2477	142.4475
0.9676	140.5276
0.8831	169.1878
0.9060	158.7539
40.7506	13.1150
0.0803	142.6158
0.9031	159.7633
48396.6348	20.1082
0.6900	42.0973
0.3048	158.5506
0.8896	165.3883
37.8400	163.7569
1.0361	133.5854
2.8134	60.1719
0.9048	159.1557
0.9508	147.2584
0.9326	151.2690
0.9634	144.7892
2.4443	169.6292
0.8914	164.5009
2.0973	82.6523
0.9067	158.5302
0.9383	149.9489
0.9911	140.0193
113.8531	41.9326
0.1482	150.8512
1.0056	137.7929
1.0556	131.1712
0.9631	144.8386
0.9131	156.5017
25.3829	10.1248
0.9149	155.9769
13.2646	166.4616
1.2950	50.4282
0.3371	157.9736
1078.0849	54.9175
15.5156	75.6695
28972.5897	16.4722
1.9883	83.1281
1.4722	100.8954
0.1557	143.5289
4.6365	63.4800
103753.4026	1.4102
0.6870	155.6026
1.3411	107.7725
167.1012	16.6235
1.1647	120.1945
6.9472	41.1118
7.8196	40.7561
336.3788	75.8586
0.1188	132.4431
55.0448	16.3161
2.7727	68.3629
86.8687	11.5048
5.1170	94.8614
0.7278	74.5619
0.6146	103.6868
0.0475	138.6280
5.8064	161.3303
1.5238	147.3646
0.1202	139.3219
0.0657	147.2101
0.1356	109.9805
0.9351	150.6814
1.8883	85.8111
94.0556	10.8911
0.9547	146.4728
0.9000	160.9056
0.9544	146.5252
1.0749	128.9350
1.0749	128.9350
2.5959	35.8715
1.2873	74.5533
1.2873	74.5533
0.8997	161.0349
1.0733	129.1190
0.8860	167.3336
46.0267	26.5497
0.9501	147.3927
1.4169	61.1974
1.0816	128.2032
107.8549	8.3793
0.7673	141.1921
4.1423	54.7281
0.9423	149.0590
0.1960	135.1650
0.9293	152.0820
0.9618	145.0818
3.7839	57.4908
1.3337	108.2111
148.9565	4.5059
0.8964	162.3077
0.9798	141.8586
1.3252	134.7685
1.4556	48.2491
0.9213	154.1568
0.9213	154.1568
114888.3521	1.3328
0.4202	78.8803
1.0368	133.5030
30.4277	42.6752
0.9154	155.8305
0.9154	155.8305
1.4495	101.9841
4.9378	55.0890
1.9725	154.0109
1.0367	133.5138
0.3388	144.9127
1.0176	136.0735
1.1775	119.1152
73.6606	27.2545
1.0110	162.1183
0.9254	153.0796
0.9008	160.5950
0.9011	160.4931
1.0234	135.2688
2961.8921	1.4079
0.7826	103.3969
1.6561	93.2660
0.0977	151.7322
0.8911	164.6569
1.1652	120.1542
0.2257	96.6439
1.4402	102.4385
1.0894	127.3602
0.0417	119.5188
0.3566	158.6401
0.3014	144.1410
1.6596	34.2178
1.3207	108.9920
0.8886	165.9198
0.9455	148.3539
0.2479	159.9078
0.8918	164.3437
1.0190	135.8760
1.0239	135.2022
0.9557	146.2720
1160.5082	9.9164
0.1449	150.2778
0.1143	148.6584
0.3846	135.2787
1.0429	132.7244
2.9360	66.1387
9.5695	166.4172
0.9277	152.4952
0.9486	89.4794
76.2639	54.5112
2.8939	69.5097
544.9368	4.5160
0.1028	166.4898
0.9408	149.3886
31.0984	171.1402
31.0984	171.1402
0.9327	151.2559
1.7411	90.3054
0.2827	138.1860
4.1012	134.6360
149.9639	6.7637
1.1915	117.9809
1.4584	101.5497
0.9102	157.4080
1.4509	101.9167
0.9878	140.5375
0.0931	156.2269
1.5694	96.6241
5.5353	46.8576
0.1355	109.0871
4278.5911	143.7237
0.2272	132.3788
1.0542	131.3319
1.3248	108.7383
0.9219	153.9987
1.5482	97.5056
56.7449	127.9802
0.9251	153.1378
0.9441	148.6574
0.9179	155.0974
2.3631	88.8050
0.3175	151.3685
0.1378	78.6011
0.9251	153.1438
244.5513	30.4631
0.9921	139.8618
0.9549	146.4203
797.9126	50.3387
15.9217	161.9738
0.0384	150.8601
2.3141	140.3421
15.6979	172.5119
0.9014	160.3676
0.8307	137.9465
0.9990	60.5571
0.9011	160.4975
0.0580	152.3070
0.9255	153.0588
4270.4316	2.9632
0.9861	140.8252
0.9157	155.7402
0.6195	144.2511
0.9348	150.7617
0.9756	142.5841
0.1188	118.2037
0.9338	150.9938
8.7406	106.3824
0.4910	49.7953
12.5667	95.3412
5234.6083	3.8268
2.3084	29.4867
0.9719	143.2302
115.1674	26.5616
1333.6164	48.3641
2.4237	73.8716
4.5390	55.9017
0.9426	148.9963
16.9661	69.9916
0.9038	159.5179
1.4762	100.7078
353.9772	5.6677
1.0872	127.5910
1.1545	121.0819
15.9862	157.7710
656.5223	106.5952
0.9125	156.6884
0.8962	162.4064
103.6598	22.8925
0.9101	157.4395
0.9117	156.9424
5.7897	139.8125
94.3416	11.4465
0.9404	149.4730
1.7508	129.3010
11.1038	8.3282
7.9545	157.2272
2.5542	155.1160
420.5138	139.1490
0.8825	49.0715
0.1043	157.3306
0.8924	164.0441
0.9228	153.7508
0.6063	60.8418
145.5110	38.1354
0.4064	157.7507
3.0693	118.0214
171.8270	8.1619
1493.8355	0.7709
1.7840	88.9228
1.7840	88.9228
1.2201	45.1203
7.4040	36.2245
0.7019	165.5523
1.5134	55.3198
0.9511	147.1934
29.3045	19.8939
0.9817	141.5513
102.4847	10.5866
0.9350	150.7197
1.0684	54.1111
1.0871	127.6063
0.8976	161.8540
4.0271	159.0786
1.9337	121.0129
1.0266	134.8414
1.8822	47.3542
1333.2735	100.0313
1.0399	133.0968
0.9341	150.9328
7.1860	165.9689
207.7595	157.3899
34.4608	153.1892
0.5187	82.7285
0.9424	149.0394
0.3593	172.2038
0.9808	141.7026
0.1149	150.8817
0.0955	148.3718
0.1755	135.8263
0.9445	148.5843
0.9853	140.9480
0.9674	144.0412
3.6004	170.7609
1.5684	96.6650
1.9790	54.8718
1.7554	50.7352
1.0218	135.4904
23.1960	22.3929
3.0698	123.7747
13.6434	97.6423
6.6660	123.1331
1.2214	115.6688
138.6656	152.5763
1.1739	119.4194
0.9273	152.5784
1.1914	117.9825
0.9530	146.8128
0.1007	110.3427
2040.5551	3.2509
2.6790	152.1013
125.5920	160.5838
0.9098	157.5050
1.3795	105.5983
20.4390	68.2251
0.9113	157.0388
111.0875	98.2308
11.4699	19.8434
1.1647	21.3059
0.9019	160.2051
70.4615	85.1996
2.1965	78.2816
0.8948	162.9838
1.3019	141.4433
710.7091	1.1245
60.4284	43.1566
